Cluster;ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count;geneSymbol
nonTprogKOopen;GO:0008654;phospholipid biosynthetic process;23/1042;220/28564;6,37279045071692e-06;5,99611301514776e-04;4,62386675559536e-04;225010/18708/15558/12702/230801/232086/78610/12703/380921/30955/68262/329777/320127/56468/117150/69048/27388/99010/26457/12334/212862/71780/12651;23;Lclat1/Pik3r1/Htr2a/Socs3/Pigv/Tmem150a/Uvrag/Socs1/Dgkh/Pik3cg/Agpat4/Pigk/Dgki/Socs5/Pip4k2c/Slc30a5/Ptdss2/Lpcat4/Slc27a1/Capn2/Chpt1/Isyna1/Chkb
nonTprogKOopen;GO:0035510;DNA dealkylation;8/1042;29/28564;6,61651048085744e-06;6,05646965707572e-04;4,67041041969659e-04;11811/252838/75467/231642/17314/13813/21665/194388;8;Apobec2/Tox/Stpg4/Alkbh2/Mgmt/Eomes/Tdg/Tet3
nonTprogKOopen;GO:0042326;negative regulation of phosphorylation;34/1042;405/28564;6,66682938148400e-06;6,05646965707572e-04;4,67041041969659e-04;67742/24064/72446/15507/19252/16337/208650/12702/74747/56715/17974/12703/215653/65112/24066/16476/15978/19246/11770/70834/56468/69601/19165/117150/19013/18519/16974/229007/114716/18115/13197/11540/18755/19164;34;Samsn1/Spry2/Prr5l/Hspb1/Dusp1/Insr/Cblb/Socs3/Ddit4/Rabgef1/Nck2/Socs1/Rassf2/Pmepa1/Spry4/Jun/Ifng/Ptpn1/Fabp4/Spag9/Socs5/Dab2ip/Psen2/Pip4k2c/Ppara/Kat2b/Lrp6/Zgpat/Spred2/Nnt/Gadd45a/Adora2a/Prkch/Psen1
nonTprogKOopen;GO:0006986;response to unfolded protein;16/1042;119/28564;6,97120190712650e-06;6,12187714144158e-04;4,72084901079093e-04;18708/110920/15507/13666/17974/226641/52552/15978/19246/22393/69601/56199/67878/214424/104771/15512;16;Pik3r1/Hspa13/Hspb1/Eif2ak3/Nck2/Atf6/Parp8/Ifng/Ptpn1/Wfs1/Dab2ip/Abcb10/Tmem33/Parp16/Jkamp/Hspa2
nonTprogKOopen;GO:0046634;regulation of alpha-beta T cell activation;16/1042;119/28564;6,97120190712650e-06;6,12187714144158e-04;4,72084901079093e-04;13136/16190/54721/80859/207952/208650/16159/12399/12703/15978/16963/56468/12480/12142/12487/11540;16;Cd55/Il4ra/Tyk2/Nfkbiz/Klhl25/Cblb/Il12a/Runx3/Socs1/Ifng/Xcl1/Socs5/Cd1d2/Prdm1/Cd28/Adora2a
nonTprogKOopen;GO:0051402;neuron apoptotic process;30/1042;337/28564;7,34865149040001e-06;6,29443724028500e-04;4,85391770085207e-04;80890/19229/64138/14360/14103/16153/18186/12125/67784/56461/19063/58801/12661/14102/105827/21937/16476/15251/17260/70237/22393/99526/12227/16195/13983/30841/18227/13982/11540/19164;30;Trim2/Ptk2b/Ctsz/Fyn/Fasl/Il10/Nrp1/Bcl2l11/Plxnd1/Kcnip3/Ppt1/Pmaip1/Chl1/Fas/Amigo2/Tnfrsf1a/Jun/Hif1a/Mef2c/Bhlhb9/Wfs1/Usp53/Btg2/Il6st/Esr2/Kdm2b/Nr4a2/Esr1/Adora2a/Psen1
nonTprogKOopen;GO:0045619;regulation of lymphocyte differentiation;23/1042;222/28564;7,40662571451262e-06;6,29443724028500e-04;4,85391770085207e-04;16190/80859/207952/252838/15507/16153/328365/16768/16159/12399/14102/12703/12477/15978/56468/74734/12142/16842/12487/14256/67588/21414/20667;23;Il4ra/Nfkbiz/Klhl25/Tox/Hspb1/Il10/Zmiz1/Lag3/Il12a/Runx3/Fas/Socs1/Ctla4/Ifng/Socs5/Rhoh/Prdm1/Lef1/Cd28/Flt3l/Rnf41/Tcf7/Sox12
nonTprogKOopen;GO:0032386;regulation of intracellular transport;30/1042;338/28564;7,78943840516097e-06;6,44132781705347e-04;4,96719149220893e-04;19247/238276/215280/18708/19250/72446/14360/67774/217827/15464/69563/22350/58801/380752/21937/15978/17246/19246/432508/380918/16543/70335/217378/74741/17913/52822/75687/13830/19164/27061;30;Ptpn11/Akap5/Wipf1/Pik3r1/Ptpn14/Prr5l/Fyn/Borcs5/Nrde2/Hrc/Mrln/Ezr/Pmaip1/Eipr1/Tnfrsf1a/Ifng/Mdm2/Ptpn1/Cpsf6/Siah3/Mdfic/Reep6/Dnajc27/C2cd5/Myo1c/Rufy3/Ripor1/Stom/Psen1/Bcap31
nonTprogKOopen;GO:0002263;cell activation involved in immune response;29/1042;321/28564;7,82397001881614e-06;6,44132781705347e-04;4,96719149220893e-04;22320/110279/16190/19229/321019/80859/84112/171285/16153/17085/16590/56715/13421/56743/224860/14127/15978/214084/74732/56468/13813/19165/20442/15900/73747/16842/12487/17688/19164;29;Vamp8/Bcr/Il4ra/Ptk2b/Gpr183/Nfkbiz/Sucnr1/Havcr2/Il10/Ly9/Kit/Rabgef1/Dnase1l3/Lat2/Plcl2/Fcer1g/Ifng/Slc18a2/Stx11/Socs5/Eomes/Psen2/St3gal1/Irf8/Shld1/Lef1/Cd28/Msh6/Psen1
nonTprogKOopen;GO:0051403;stress-activated MAPK cascade;24/1042;243/28564;1,06893258995163e-05;8,66493202531562e-04;6,68191060277458e-04;26409/59036/53416/19229/26401/56458/19252/107746/98432/16001/18033/22350/14102/16906/215653/26408/73608/69601/20353/16543/63873/22033/13197/26412;24;Map3k7/Dact1/Stk39/Ptk2b/Map3k1/Foxo1/Dusp1/Rapgef1/Phlpp1/Igf1r/Nfkb1/Ezr/Fas/Lmnb1/Rassf2/Map3k5/Marveld3/Dab2ip/Sema4c/Mdfic/Trpv4/Traf5/Gadd45a/Map4k2
nonTprogKOopen;GO:0046474;glycerophospholipid biosynthetic process;19/1042;166/28564;1,10169044116831e-05;8,78331250261575e-04;6,77319900112810e-04;18708/15558/12702/230801/232086/78610/12703/380921/30955/329777/320127/56468/117150/69048/27388/26457/12334/212862/12651;19;Pik3r1/Htr2a/Socs3/Pigv/Tmem150a/Uvrag/Socs1/Dgkh/Pik3cg/Pigk/Dgki/Socs5/Pip4k2c/Slc30a5/Ptdss2/Slc27a1/Capn2/Chpt1/Chkb
nonTprogKOopen;GO:0034976;response to endoplasmic reticulum stress;25/1042;260/28564;1,12470864364308e-05;8,78331250261575e-04;6,77319900112810e-04;18708/19418/217069/52377/12125/13666/58801/56812/17974/226641/16476/52552/15978/66597/26408/19246/22393/69601/230903/66333/67878/214424/13205/104771/27061;25;Pik3r1/Rasgrf2/Trim25/Rcn3/Bcl2l11/Eif2ak3/Pmaip1/Dnajb2/Nck2/Atf6/Jun/Parp8/Ifng/Trim13/Map3k5/Ptpn1/Wfs1/Dab2ip/Fbxo44/Aqp11/Tmem33/Parp16/Ddx3x/Jkamp/Bcap31
nonTprogKOopen;GO:0009100;glycoprotein metabolic process;31/1042;362/28564;1,13354573956703e-05;8,78331250261575e-04;6,77319900112810e-04;58250/57783/66629/59031/23908/16337/15450/14425/108148/94214/53618/331026/20447/109901/14537/432486/15251/233115/269941/20442/223827/230903/71738/66333/110173/20444/20652/58193/194388/13135/19164;31;Chst11/Tnip1/Golph3/Chst12/Hs2st1/Insr/Lipc/Galnt3/Galnt2/Spock2/Fut8/Gmppb/St6galnac3/Cela1/Gcnt1/Gnptab/Hif1a/Dpy19l3/Chsy1/St3gal1/Gxylt1/Fbxo44/Mamdc2/Aqp11/Manba/St3gal2/Soat1/Extl2/Tet3/Dad1/Psen1
nonTprogKOopen;GO:0045017;glycerolipid biosynthetic process;22/1042;213/28564;1,21866948253687e-05;9,30604275867651e-04;7,17629931745589e-04;18708/15558/12702/230801/232086/78610/12703/380921/30955/16835/329777/320127/56468/17691/117150/69048/27388/14081/26457/12334/212862/12651;22;Pik3r1/Htr2a/Socs3/Pigv/Tmem150a/Uvrag/Socs1/Dgkh/Pik3cg/Ldlr/Pigk/Dgki/Socs5/Sik1/Pip4k2c/Slc30a5/Ptdss2/Acsl1/Slc27a1/Capn2/Chpt1/Chkb
nonTprogKOopen;GO:0042176;regulation of protein catabolic process;31/1042;364/28564;1,26392426184467e-05;9,51373847951370e-04;7,33646263266232e-04;59036/232334/242960/20620/14813/14360/56458/16153/208650/13666/106042/56353/20720/22350/56812/83814/18550/15978/17246/16835/238896/22393/56468/69601/19165/66333/67588/21938/17772/19164/27061;31;Dact1/Vgll4/Fbxl5/Plk2/Grin2c/Fyn/Foxo1/Il10/Cblb/Eif2ak3/Prickle1/Rybp/Serpine2/Ezr/Dnajb2/Nedd4l/Furin/Ifng/Mdm2/Ldlr/Cdc20b/Wfs1/Socs5/Dab2ip/Psen2/Aqp11/Rnf41/Tnfrsf1b/Mtm1/Psen1/Bcap31
nonTprogKOopen;GO:0002520;immune system development;23/1042;230/28564;1,32433313625997e-05;9,69154346521362e-04;7,47357588591155e-04;11876/80859/17684/110157/18566/252838/171285/12288/12125/208650/98432/18033/14102/15978/19165/13845/73747/16911/16842/12487/17688/21414/19164;23;Artn/Nfkbiz/Cited2/Raf1/Pdcd1/Tox/Havcr2/Cacna1c/Bcl2l11/Cblb/Phlpp1/Nfkb1/Fas/Ifng/Psen2/Ephb3/Shld1/Lmo4/Lef1/Cd28/Msh6/Tcf7/Psen1
nonTprogKOopen;GO:0043542;endothelial cell migration;23/1042;230/28564;1,32433313625997e-05;9,69154346521362e-04;7,47357588591155e-04;19229/20620/16410/12767/15507/18186/14164/67784/12927/11852/15251/30955/17260/16600/16416/80903/69601/269608/23871/23797/13197/66214/13615;23;Ptk2b/Plk2/Itgav/Cxcr4/Hspb1/Nrp1/Fgf1/Plxnd1/Bcar1/Rhob/Hif1a/Pik3cg/Mef2c/Klf4/Itgb3/Fgf16/Dab2ip/Plekhg5/Ets1/Akt3/Gadd45a/Rgcc/Edn2
nonTprogKOopen;GO:0050863;regulation of T cell activation;32/1042;384/28564;1,42905374887604e-05;1,03146358942847e-03;7,95406989280680e-04;13136/16190/54721/193385/80859/207952/252838/15507/171285/328365/208650/16768/16159/76088/12399/14102/17974/12703/12477/15978/16963/56468/74734/16195/12480/12142/16842/12487/21414/20667/21938/11540;32;Cd55/Il4ra/Tyk2/Ripor2/Nfkbiz/Klhl25/Tox/Hspb1/Havcr2/Zmiz1/Cblb/Lag3/Il12a/Dock8/Runx3/Fas/Nck2/Socs1/Ctla4/Ifng/Xcl1/Socs5/Rhoh/Il6st/Cd1d2/Prdm1/Lef1/Cd28/Tcf7/Sox12/Tnfrsf1b/Adora2a
nonTprogKOopen;GO:0002274;myeloid leukocyte activation;25/1042;264/28564;1,46194526489824e-05;1,04094454064173e-03;8,02718168208705e-04;22320/110279/16190/53416/13032/84112/171285/16153/16590/56715/13421/56743/14127/16476/15978/214084/16835/27007/57914/74732/74734/19294/14256/13615/19164;25;Vamp8/Bcr/Il4ra/Stk39/Ctsc/Sucnr1/Havcr2/Il10/Kit/Rabgef1/Dnase1l3/Lat2/Fcer1g/Jun/Ifng/Slc18a2/Ldlr/Klrk1/Crlf2/Stx11/Rhoh/Nectin2/Flt3l/Edn2/Psen1
nonTprogKOopen;GO:0010632;regulation of epithelial cell migration;24/1042;249/28564;1,60704931710584e-05;1,11797124413273e-03;8,62116850766119e-04;19229/20620/15507/232227/18186/14164/12927/76707/11852/16476/15978/15251/30955/73608/17260/16600/16416/80903/69601/23871/16367/23797/13197/66214;24;Ptk2b/Plk2/Hspb1/Iqsec1/Nrp1/Fgf1/Bcar1/Clasp1/Rhob/Jun/Ifng/Hif1a/Pik3cg/Marveld3/Mef2c/Klf4/Itgb3/Fgf16/Dab2ip/Ets1/Irs1/Akt3/Gadd45a/Rgcc
nonTprogKOopen;GO:0035710;CD4-positive, alpha-beta T cell activation;16/1042;127/28564;1,61256053433455e-05;1,11797124413273e-03;8,62116850766119e-04;13136/16190/321019/80859/207952/252838/17085/208650/16159/12399/12703/15978/16963/56468/16842/12487;16;Cd55/Il4ra/Gpr183/Nfkbiz/Klhl25/Tox/Ly9/Cblb/Il12a/Runx3/Socs1/Ifng/Xcl1/Socs5/Lef1/Cd28
nonTprogKOopen;GO:0034405;response to fluid shear stress;7/1042;24/28564;1,69099242512088e-05;1,15712195947557e-03;8,92307691177936e-04;19229/17684/17260/16600/56468/11898/211401;7;Ptk2b/Cited2/Mef2c/Klf4/Socs5/Ass1/Mtss1
nonTprogKOopen;GO:2001235;positive regulation of apoptotic signaling pathway;19/1042;172/28564;1,83125251829965e-05;1,23703455370781e-03;9,53931811152047e-04;13032/73699/68428/12125/80707/13666/218275/58801/12399/14102/17974/83925/237313/14373/69601/19165/171543/11540/27061;19;Ctsc/Ppp2r1b/Steap3/Bcl2l11/Wwox/Eif2ak3/BC051665/Pmaip1/Runx3/Fas/Nck2/Trps1/Il20ra/G0s2/Dab2ip/Psen2/Bmf/Adora2a/Bcap31
nonTprogKOopen;GO:0071900;regulation of protein serine/threonine kinase activity;30/1042;354/28564;1,90511831527697e-05;1,27064157002460e-03;9,79847661155112e-04;26409/19229/26401/24064/15558/19252/16337/14164/16590/78610/24066/15978/118449/30955/26408/17260/19246/69601/14367/18519/16974/14081/214424/26457/13205/13197/66214/18755/26412/19164;30;Map3k7/Ptk2b/Map3k1/Spry2/Htr2a/Dusp1/Insr/Fgf1/Kit/Uvrag/Spry4/Ifng/Synpo2/Pik3cg/Map3k5/Mef2c/Ptpn1/Dab2ip/Fzd5/Kat2b/Lrp6/Acsl1/Parp16/Slc27a1/Ddx3x/Gadd45a/Rgcc/Prkch/Map4k2/Psen1
nonTprogKOopen;GO:0045580;regulation of T cell differentiation;20/1042;188/28564;1,94324434856875e-05;1,27986930907609e-03;9,86963577036232e-04;16190/80859/207952/252838/15507/328365/16768/16159/12399/14102/12703/12477/15978/56468/74734/12142/16842/12487/21414/20667;20;Il4ra/Nfkbiz/Klhl25/Tox/Hspb1/Zmiz1/Lag3/Il12a/Runx3/Fas/Socs1/Ctla4/Ifng/Socs5/Rhoh/Prdm1/Lef1/Cd28/Tcf7/Sox12
nonTprogKOopen;GO:0071498;cellular response to fluid shear stress;6/1042;17/28564;2,03437637200767e-05;1,29342334406080e-03;9,97415690198816e-04;19229/17260/16600/56468/11898/211401;6;Ptk2b/Mef2c/Klf4/Socs5/Ass1/Mtss1
nonTprogKOopen;GO:0045066;regulatory T cell differentiation;9/1042;43/28564;2,03746702518592e-05;1,29342334406080e-03;9,97415690198816e-04;207952/252838/15507/16768/12703/12477/15978/12487/20667;9;Klhl25/Tox/Hspb1/Lag3/Socs1/Ctla4/Ifng/Cd28/Sox12
nonTprogKOopen;GO:2000516;positive regulation of CD4-positive, alpha-beta T cell activation;9/1042;43/28564;2,03746702518592e-05;1,29342334406080e-03;9,97415690198816e-04;13136/16190/80859/207952/12703/15978/16963/56468/12487;9;Cd55/Il4ra/Nfkbiz/Klhl25/Socs1/Ifng/Xcl1/Socs5/Cd28
nonTprogKOopen;GO:0045765;regulation of angiogenesis;27/1042;305/28564;2,28232148687646e-05;1,43161332313715e-03;1,10398006758686e-03;19229/20620/24064/12767/15507/14103/16153/18186/14164/67784/20496/21413/109901/14886/20927/11852/21937/12226/15251/16600/16416/69601/14066/23871/23797/13197/66214;27;Ptk2b/Plk2/Spry2/Cxcr4/Hspb1/Fasl/Il10/Nrp1/Fgf1/Plxnd1/Slc12a2/Tcf4/Cela1/Gtf2i/Abcc8/Rhob/Tnfrsf1a/Btg1/Hif1a/Klf4/Itgb3/Dab2ip/F3/Ets1/Akt3/Gadd45a/Rgcc
nonTprogKOopen;GO:0071902;positive regulation of protein serine/threonine kinase activity;21/1042;206/28564;2,32334737146893e-05;1,43246865679514e-03;1,10463965303098e-03;26409/19229/26401/15558/16337/14164/16590/15978/30955/26408/17260/19246/69601/14367/14081/214424/26457/13205/66214/26412/19164;21;Map3k7/Ptk2b/Map3k1/Htr2a/Insr/Fgf1/Kit/Ifng/Pik3cg/Map3k5/Mef2c/Ptpn1/Dab2ip/Fzd5/Acsl1/Parp16/Slc27a1/Ddx3x/Rgcc/Map4k2/Psen1
nonTprogKOopen;GO:0010675;regulation of cellular carbohydrate metabolic process;19/1042;175/28564;2,33805854022361e-05;1,43246865679514e-03;1,10463965303098e-03;30949/19229/69181/14526/56458/16337/271221/228026/74747/58801/12492/15251/17425/17691/27999/19013/18519/16367/71780;19;Lcmt1/Ptk2b/Dyrk2/Gcg/Foxo1/Insr/Rubcnl/Pdk1/Ddit4/Pmaip1/Scarb2/Hif1a/Foxk1/Sik1/Fam3c/Ppara/Kat2b/Irs1/Isyna1
nonTprogKOopen;GO:0031098;stress-activated protein kinase signaling cascade;24/1042;255/28564;2,37946451445856e-05;1,44108029042324e-03;1,11128046289293e-03;26409/59036/53416/19229/26401/56458/19252/107746/98432/16001/18033/22350/14102/16906/215653/26408/73608/69601/20353/16543/63873/22033/13197/26412;24;Map3k7/Dact1/Stk39/Ptk2b/Map3k1/Foxo1/Dusp1/Rapgef1/Phlpp1/Igf1r/Nfkb1/Ezr/Fas/Lmnb1/Rassf2/Map3k5/Marveld3/Dab2ip/Sema4c/Mdfic/Trpv4/Traf5/Gadd45a/Map4k2
nonTprogKOopen;GO:0048008;platelet-derived growth factor receptor signaling pathway;11/1042;66/28564;2,46858724584224e-05;1,47806661344804e-03;1,13980224508984e-03;19247/110279/77057/18186/107746/208650/12927/71371/19246/16416/14066;11;Ptpn11/Bcr/Ston1/Nrp1/Rapgef1/Cblb/Bcar1/Arid5b/Ptpn1/Itgb3/F3
nonTprogKOopen;GO:0046488;phosphatidylinositol metabolic process;17/1042;146/28564;2,51875484311398e-05;1,49115946835591e-03;1,14989872198935e-03;225010/18708/15558/12702/230801/232086/78610/12703/212111/30955/329777/56468/117150/69048/71795/26457/17772;17;Lclat1/Pik3r1/Htr2a/Socs3/Pigv/Tmem150a/Uvrag/Socs1/Inpp5a/Pik3cg/Pigk/Socs5/Pip4k2c/Slc30a5/Pitpnc1/Slc27a1/Mtm1
nonTprogKOopen;GO:1901215;negative regulation of neuron death;25/1042;273/28564;2,57841094139058e-05;1,50951636113188e-03;1,16405453026522e-03;19229/54338/14360/16153/18186/67784/19063/12661/105827/212111/16476/15251/17260/70237/22393/12227/16195/13983/30841/19013/18227/13982/21938/11540/19164;25;Ptk2b/Slc23a2/Fyn/Il10/Nrp1/Plxnd1/Ppt1/Chl1/Amigo2/Inpp5a/Jun/Hif1a/Mef2c/Bhlhb9/Wfs1/Btg2/Il6st/Esr2/Kdm2b/Ppara/Nr4a2/Esr1/Tnfrsf1b/Adora2a/Psen1
nonTprogKOopen;GO:0006816;calcium ion transport;35/1042;452/28564;2,75222772497321e-05;1,55734764932602e-03;1,20093934260939e-03;238276/19229/65086/17364/11931/57440/75909/14813/16410/14526/12767/15558/14360/14103/12288/320790/100503659/15464/68279/69563/170706/14579/94249/30955/16416/22393/16963/19165/63873/66109/68514/15512/11540/19164/18018;35;Akap5/Ptk2b/Lpar3/Trpm1/Atp1b1/Ehd3/Vmp1/Grin2c/Itgav/Gcg/Cxcr4/Htr2a/Fyn/Fasl/Cacna1c/Chd7/Cbarp/Hrc/Mcoln2/Mrln/Tmem37/Gem/Slc24a3/Pik3cg/Itgb3/Wfs1/Xcl1/Psen2/Trpv4/Tspan13/Micu2/Hspa2/Adora2a/Psen1/Nfatc1
nonTprogKOopen;GO:0031349;positive regulation of defense response;35/1042;452/28564;2,75222772497321e-05;1,55734764932602e-03;1,20093934260939e-03;22320/18143/80859/13032/84112/57783/19280/171285/22165/54483/16768/16159/102626/71586/223752/12475/21937/14127/15978/30955/17260/16835/11770/27007/16963/69601/19294/13982/63873/12487/11690/23871/56480/13205/18035;35;Vamp8/Npas2/Nfkbiz/Ctsc/Sucnr1/Tnip1/Ptprs/Havcr2/Txk/Mefv/Lag3/Il12a/Mapkapk3/Ifih1/Gramd4/Cd14/Tnfrsf1a/Fcer1g/Ifng/Pik3cg/Mef2c/Ldlr/Fabp4/Klrk1/Xcl1/Dab2ip/Nectin2/Esr1/Trpv4/Cd28/Alox5ap/Ets1/Tbk1/Ddx3x/Nfkbia
nonTprogKOopen;GO:0010634;positive regulation of epithelial cell migration;18/1042;162/28564;2,78586457031611e-05;1,55734764932602e-03;1,20093934260939e-03;19229/20620/15507/232227/18186/14164/12927/76707/11852/16476/15978/15251/30955/16416/80903/23871/16367/23797;18;Ptk2b/Plk2/Hspb1/Iqsec1/Nrp1/Fgf1/Bcar1/Clasp1/Rhob/Jun/Ifng/Hif1a/Pik3cg/Itgb3/Fgf16/Ets1/Irs1/Akt3
nonTprogKOopen;GO:0018108;peptidyl-tyrosine phosphorylation;28/1042;326/28564;2,80634969427047e-05;1,55734764932602e-03;1,20093934260939e-03;19247/19229/67742/18003/69181/50929/109246/15558/14360/16337/18186/16590/106522/208650/12702/16001/16159/21937/12703/15978/19246/16416/56468/19165/16195/22390/229007/19164;28;Ptpn11/Ptk2b/Samsn1/Nedd9/Dyrk2/Il22/Tspan9/Htr2a/Fyn/Insr/Nrp1/Kit/Pkdcc/Cblb/Socs3/Igf1r/Il12a/Tnfrsf1a/Socs1/Ifng/Ptpn1/Itgb3/Socs5/Psen2/Il6st/Wee1/Zgpat/Psen1
nonTprogKOopen;GO:1901342;regulation of vasculature development;27/1042;309/28564;2,87062861733284e-05;1,55734764932602e-03;1,20093934260939e-03;19229/20620/24064/12767/15507/14103/16153/18186/14164/67784/20496/21413/109901/14886/20927/11852/21937/12226/15251/16600/16416/69601/14066/23871/23797/13197/66214;27;Ptk2b/Plk2/Spry2/Cxcr4/Hspb1/Fasl/Il10/Nrp1/Fgf1/Plxnd1/Slc12a2/Tcf4/Cela1/Gtf2i/Abcc8/Rhob/Tnfrsf1a/Btg1/Hif1a/Klf4/Itgb3/Dab2ip/F3/Ets1/Akt3/Gadd45a/Rgcc
nonTprogKOopen;GO:0046632;alpha-beta T cell differentiation;16/1042;133/28564;2,88384150332104e-05;1,55734764932602e-03;1,20093934260939e-03;16190/321019/80859/207952/252838/17085/22165/21949/12399/12703/15978/56468/13813/12142/16842/21414;16;Il4ra/Gpr183/Nfkbiz/Klhl25/Tox/Ly9/Txk/Tnfsf8/Runx3/Socs1/Ifng/Socs5/Eomes/Prdm1/Lef1/Tcf7
nonTprogKOopen;GO:0045913;positive regulation of carbohydrate metabolic process;13/1042;92/28564;2,90972246056372e-05;1,55734764932602e-03;1,20093934260939e-03;69181/14526/15558/56458/16337/18033/58801/15978/15251/19013/18519/16367/19164;13;Dyrk2/Gcg/Htr2a/Foxo1/Insr/Nfkb1/Pmaip1/Ifng/Hif1a/Ppara/Kat2b/Irs1/Psen1
nonTprogKOopen;GO:0016358;dendrite development;28/1042;327/28564;2,96478974924560e-05;1,55734764932602e-03;1,20093934260939e-03;59036/238276/20620/170728/18223/216049/19280/14360/232227/18186/106042/22157/13048/76454/14102/17974/83814/17258/227541/17260/70237/69601/233071/223254/13845/232560/387150/19164;28;Dact1/Akap5/Plk2/Rtn4ip1/Numbl/Zfp365/Ptprs/Fyn/Iqsec1/Nrp1/Prickle1/Tulp1/Cux2/Fbxo31/Fas/Nck2/Nedd4l/Mef2a/Camk1d/Mef2c/Bhlhb9/Dab2ip/Arhgap33/Farp1/Ephb3/Caprin2/Mir132/Psen1
nonTprogKOopen;GO:0060142;regulation of syncytium formation by plasma membrane fusion;8/1042;35/28564;2,98724962510054e-05;1,55734764932602e-03;1,20093934260939e-03;16190/193385/18019/74614/12633/18022/14256/12334;8;Il4ra/Ripor2/Nfatc2/Ocstamp/Cflar/Nfe2/Flt3l/Capn2
nonTprogKOopen;GO:0097191;extrinsic apoptotic signaling pathway;23/1042;242/28564;2,99178625967301e-05;1,55734764932602e-03;1,20093934260939e-03;18708/80859/73699/16410/110157/14360/14103/18186/12125/80707/16159/58801/12633/12399/14102/83925/15978/14373/69601/19165/67588/21938/13205;23;Pik3r1/Nfkbiz/Ppp2r1b/Itgav/Raf1/Fyn/Fasl/Nrp1/Bcl2l11/Wwox/Il12a/Pmaip1/Cflar/Runx3/Fas/Trps1/Ifng/G0s2/Dab2ip/Psen2/Rnf41/Tnfrsf1b/Ddx3x
nonTprogKOopen;GO:0007015;actin filament organization;35/1042;454/28564;3,01479332380440e-05;1,55734764932602e-03;1,20093934260939e-03;215280/18708/19229/18003/26401/56419/70497/18186/140580/329416/11853/22350/14453/12927/76707/104027/17974/109711/75415/225115/118449/69710/56441/211401/231646/12632/63873/17913/56226/52822/231637/11867/101497/66214/97895;35;Wipf1/Pik3r1/Ptk2b/Nedd9/Map3k1/Diaph3/Arhgap17/Nrp1/Elmo1/Nostrin/Rhoc/Ezr/Gas2/Bcar1/Clasp1/Synpo/Nck2/Actn1/Arhgap12/Svil/Synpo2/Arap1/Naa80/Mtss1/Myo1h/Cfl2/Trpv4/Myo1c/Espn/Rufy3/Ssh1/Arpc1b/Plekhg2/Rgcc/Nlrp4f
nonTprogKOopen;GO:0051656;establishment of organelle localization;35/1042;454/28564;3,01479332380440e-05;1,55734764932602e-03;1,20093934260939e-03;22320/16190/24064/12934/109246/233752/68428/16590/67774/12615/320165/22350/56715/380752/14579/76707/56743/16906/14127/52639/214084/15251/16319/19294/231646/66994/18519/76895/17913/97112/76205/75687/97895/26412/19164;35;Vamp8/Il4ra/Spry2/Dpysl2/Tspan9/Insc/Steap3/Kit/Borcs5/Cenpa/Tacc1/Ezr/Rabgef1/Eipr1/Gem/Clasp1/Lat2/Lmnb1/Fcer1g/Wipi1/Slc18a2/Hif1a/Incenp/Nectin2/Myo1h/Cep19/Kat2b/Bicd2/Myo1c/Nmd3/Stard3nl/Ripor1/Nlrp4f/Map4k2/Psen1
nonTprogKOopen;GO:0018212;peptidyl-tyrosine modification;28/1042;328/28564;3,13128770731765e-05;1,60182086697638e-03;1,23523459890098e-03;19247/19229/67742/18003/69181/50929/109246/15558/14360/16337/18186/16590/106522/208650/12702/16001/16159/21937/12703/15978/19246/16416/56468/19165/16195/22390/229007/19164;28;Ptpn11/Ptk2b/Samsn1/Nedd9/Dyrk2/Il22/Tspan9/Htr2a/Fyn/Insr/Nrp1/Kit/Pkdcc/Cblb/Socs3/Igf1r/Il12a/Tnfrsf1a/Socs1/Ifng/Ptpn1/Itgb3/Socs5/Psen2/Il6st/Wee1/Zgpat/Psen1
nonTprogKOopen;GO:0034620;cellular response to unfolded protein;13/1042;93/28564;3,27094252647751e-05;1,63652368654784e-03;1,26199547104208e-03;18708/110920/13666/17974/226641/52552/15978/19246/22393/56199/67878/214424/15512;13;Pik3r1/Hspa13/Eif2ak3/Nck2/Atf6/Parp8/Ifng/Ptpn1/Wfs1/Abcb10/Tmem33/Parp16/Hspa2
nonTprogKOopen;GO:0033157;regulation of intracellular protein transport;22/1042;227/28564;3,28250228396567e-05;1,63652368654784e-03;1,26199547104208e-03;19247/238276/215280/18708/19250/72446/14360/58801/21937/15978/17246/19246/380918/16543/217378/74741/17913/52822/75687/13830/19164/27061;22;Ptpn11/Akap5/Wipf1/Pik3r1/Ptpn14/Prr5l/Fyn/Pmaip1/Tnfrsf1a/Ifng/Mdm2/Ptpn1/Siah3/Mdfic/Dnajc27/C2cd5/Myo1c/Rufy3/Ripor1/Stom/Psen1/Bcap31
nonTprogKOopen;GO:1902107;positive regulation of leukocyte differentiation;21/1042;211/28564;3,32336372102142e-05;1,63652368654784e-03;1,26199547104208e-03;16190/18003/80859/14281/207952/252838/16153/13386/328365/16159/74614/12399/12703/16476/15978/16416/56468/74734/16842/14256/20667;21;Il4ra/Nedd9/Nfkbiz/Fos/Klhl25/Tox/Il10/Dlk1/Zmiz1/Il12a/Ocstamp/Runx3/Socs1/Jun/Ifng/Itgb3/Socs5/Rhoh/Lef1/Flt3l/Sox12
