consensus;gencode_chr;gencode_start;gencode_end;gencode_gene_name;gencode_characterization;homer_Annotation;homer_Gene.Name;KO1_Tterm;KO2_Tterm;KO3_Tterm;WT1_Tterm;WT2_Tterm;WT3_Tterm;normalized_KO1_Tterm;normalized_KO2_Tterm;normalized_KO3_Tterm;normalized_WT1_Tterm;normalized_WT2_Tterm;normalized_WT3_Tterm;baseMean__group_KO_Tterm_vs_WT_Tterm;log2FoldChange__group_KO_Tterm_vs_WT_Tterm;lfcSE__group_KO_Tterm_vs_WT_Tterm;pvalue__group_KO_Tterm_vs_WT_Tterm;padj__group_KO_Tterm_vs_WT_Tterm
CONS00000052806;chr17;53586961;53587904;Kat2b;gene_body;intron (NM_001190846, intron 1 of 17);Kat2b;380;292;327;175;188;251;286.741239491905;305.165374044279;292.355924760053;199.809520017484;179.286438521758;228.070414826892;242.662103744809;0.400515414006662;0.142135850385153;0.000215566106546;0.012333786619846
CONS00000006006;chr1;153739952;153740560;Rgs16;TSS;promoter-TSS (NM_011267);Rgs16;281;212;266;133;115;189;212.037600782172;221.558422251326;237.818580997474;151.855235213288;109.669895904267;171.734296423437;169.473763933803;0.401059536645259;0.18864508129568;0.001291648338298;0.039290748903985
CONS00000023994;chr12;4082432;4083189;Dnajc27;TSS_proximal;exon (NM_153082, exon 1 of 7);Dnajc27;467;278;333;181;261;214;352.389891691367;290.534157480512;297.720253654733;206.660132132369;248.902981139249;194.450473199023;279.905178641911;0.401247039842033;0.139298524288366;0.000176978640952;0.01093772592838
CONS00000092339;chr5;148679110;148680104;Ubl3;intergenic;Intergenic;2210417A02Rik;178;142;156;105;84;80;134.315633235682;148.402339432492;139.472551261677;119.885712010491;80.1067065735513;72.6917656818779;133.907616895266;0.401256824185698;0.192579710499344;0.00141628363842;0.041627602129753
CONS00000108724;chr8;70618438;70619388;Lrrc25;gene_body;intron (NM_153074, intron 2 of 2);Lrrc25;418;258;316;138;170;268;315.415363441095;269.632419532274;282.521321786473;157.564078642359;162.120715684568;243.517415034291;226.843931417588;0.401268389592529;0.18356862346964;0.001123348973275;0.036428694016348
CONS00000008957;chr10;4632049;4632941;Esr1;gene_body;intron (NM_007956, intron 1 of 8);Esr1;222;146;198;104;101;124;167.517250440008;152.58268702214;177.022853524436;118.743943324676;96.3187781420081;112.672236806911;145.957228599199;0.401343937488702;0.176088350584612;0.000900069949246;0.031921020078894
CONS00000088785;chr5;98328997;98329787;Cfap299;TSS;promoter-TSS (NM_001024614);Cfap299;246;143;195;100;107;130;185.627223460549;149.447426329904;174.340689077096;114.17686858142;102.040685754405;118.124119233052;139.800876277061;0.401483954239369;0.179117702834708;0.000983403257292;0.03369892434131
CONS00000050879;chr17;28350041;28351358;Tead3;TSS;promoter-TSS (NM_001098226);Tead3;413;327;364;155;233;286;311.642452395149;341.743415453696;325.435952943912;176.9741463012;222.200745614732;259.873062312714;253.00813671603;0.402357815551386;0.154809357204839;0.000389761989249;0.018484413538568
CONS00000105334;chr7;126486959;126487577;Tufm;TSS;promoter-TSS (NM_001163713);Tufm;387;255;338;156;200;235;292.023314956229;266.497158840038;302.190527733632;178.115914987015;190.730253746551;213.532061690516;226.102701772943;0.402909300441608;0.153376903663014;0.000358161357685;0.01737740182485
CONS00000116364;chr9;90259403;90260029;Tbc1d2b;gene_body;intron (NM_194334, intron 1 of 12);Tbc1d2b;492;252;369;164;213;278;371.254446921098;263.361898147803;329.906227022812;187.250064473528;203.127720240076;252.603885744526;255.62563806994;0.404241874187532;0.165124291250429;0.000567051963197;0.023935406604043
CONS00000103064;chr7;84689654;84690334;Zfand6;TSS;promoter-TSS (NM_001360582);Zfand6;877;432;667;353;380;435;661.768597458949;451.477539681947;596.334562125245;403.044346092411;362.387482118446;395.261475895211;457.99541541973;0.404367270538067;0.152476888980296;0.000327033553465;0.016384842451605
CONS00000059970;chr19;21713023;21714528;Abhd17b;intergenic;Intergenic;Abhd17b;435;281;413;222;232;221;328.243260997312;293.669418172748;369.244638917131;253.472648250752;221.247094345999;200.811002696188;263.22212185607;0.404590639373229;0.150216461033336;0.000290167694091;0.015110795178527
CONS00000091491;chr5;137776322;137777049;Ppp1r35;distal;Intergenic;Ppp1r35;145;107;136;70;80;64;109.414420332437;111.824298023075;121.591454946077;79.9238080069937;76.2921014986203;58.1534125455023;88.889752020841;0.405002513091133;0.209955978304896;0.001880924825472;0.049382968557862
CONS00000009228;chr10;9900536;9901743;Stxbp5;TSS;promoter-TSS (NM_001081344);Stxbp5;489;321;346;181;237;288;368.99070029353;335.472894069225;309.342966259872;206.660132132369;226.015350689663;261.69035645476;284.616352967653;0.405301049759641;0.142141345754331;0.000181330060175;0.011049595601303
CONS00000052751;chr17;52162396;52163120;Satb1;intergenic;intron (NR_155494, intron 3 of 3);Gm19585;385;296;454;222;198;263;290.514150537851;309.345721633927;405.90088636411;253.472648250752;188.822951209085;238.974179679174;269.227232492064;0.405803997066443;0.152813739278717;0.000317050297124;0.016018462933005
CONS00000082472;chr4;117836119;117836924;Slc6a9;gene_body;intron (NM_001369016, intron 1 of 13);Slc6a9;380;202;288;140;170;203;286.741239491905;211.107553277207;257.487786944634;159.847616013987;162.120715684568;184.455355417765;209.769965715283;0.406567468933379;0.161037817034086;0.000448661743957;0.020327525504736
CONS00000081901;chr4;106794128;106794780;Acot11;gene_body;intron (NM_001347159, intron 1 of 15);Acot11;317;221;235;136;142;187;239.202560312984;230.964204328033;210.102881708295;155.280541270731;135.418480160051;169.91700228139;215.487322467941;0.406999413801953;0.151880901260934;0.000291056708191;0.015129356702524
CONS00000080291;chr4;55530074;55530932;Klf4;gene_body;exon (NM_010637, exon 3 of 5);Klf4;259;210;210;100;140;165;195.436792180009;219.468248456502;187.751511313795;114.17686858142;133.511177622585;149.926766718873;185.450996754755;0.407036629236913;0.167931510099446;0.000580977919681;0.024286210286262
CONS00000083651;chr4;133399391;133400110;Slc9a1;gene_body;intron (NM_016981, intron 1 of 11);Mir5122;288;176;216;129;109;148;217.319676246496;183.935293944497;193.115840208475;147.288160470031;103.94798829187;134.479766511474;134.753064949554;0.407194737844344;0.185878071826288;0.00102988029126;0.034643368116023
CONS00000012779;chr10;80329556;80330294;Reep6;TSS;promoter-TSS (NM_008793);Reep6;471;301;382;177;204;310;355.408220528124;314.571156120986;341.528939627951;202.093057389113;194.544858821482;281.680592017277;282.627236141383;0.407432985804793;0.158130293582776;0.000385199478477;0.01831389821729
CONS00000024526;chr12;20920569;20921491;Asap2;intergenic;Intergenic;1700030C10Rik;222;146;214;130;105;83;167.517250440008;152.58268702214;191.327730576915;148.429929155845;100.133383216939;75.4177068949483;138.297998123064;0.407819341583402;0.204313492757364;0.001581523324717;0.044380670884893
CONS00000078361;chr3;154596423;154597399;Tyw3;TSS_proximal;promoter-TSS (NM_001357674);Tyw3;577;323;478;246;277;308;435.393934702182;337.563067864048;427.358201942829;280.875096710292;264.161401438973;279.86329787523;341.019345196249;0.408394733667431;0.140890475348915;0.000149935517595;0.009769021137772
CONS00000072219;chr3;10439575;10440419;Snx16;TSS;5' UTR (NM_029068, exon 1 of 8);Snx16;582;299;424;184;271;319;439.166845748128;312.480982326163;379.07924189071;210.085438189812;258.439493826576;289.858415656488;311.600651565301;0.408395124897732;0.158533727078252;0.00038045480229;0.018133841939679
CONS00000008238;chr1;184793043;184793792;Mtarc1;gene_body;intron (NM_001290273, intron 6 of 6);Marc1;226;153;186;99;115;117;170.535579276764;159.898295304023;166.294195735076;113.035099895605;109.669895904267;106.311707309746;142.336349562415;0.408451945834636;0.169483873886221;0.000590577811572;0.024456033793349
CONS00000111750;chr8;124271348;124272052;Galnt2;gene_body;intron (NM_139272, intron 1 of 15);Galnt2;345;220;368;125;174;250;260.330862170282;229.919117430621;329.012172207032;142.721085726775;165.935320759499;227.161767755868;204.35239063225;0.408756566729215;0.175188170466253;0.000714450132853;0.027426678579745
CONS00000085038;chr4;152086298;152087197;Plekhg5;TSS_proximal;promoter-TSS (NR_104381);Plekhg5;299;187;232;122;150;149;225.620080547578;195.431249816028;207.420717260955;139.295779669332;143.047690309913;135.388413582498;160.556049871763;0.409606756588374;0.166474806353675;0.000509846194424;0.022333779133529
CONS00000002375;chr1;64737358;64738146;Fzd5;TSS;promoter-TSS (NM_022721);Fzd5;864;491;693;361;452;454;651.959028739489;513.13766662925;619.579987335524;412.178495578925;431.050373467205;412.525770244657;472.654271168405;0.409889973043925;0.118574493087878;2.30407891430202E-05;0.002607694093946
CONS00000077982;chr3;146812692;146813479;Prkacb;TSS_proximal;promoter-TSS (NM_011100);Prkacb;542;242;271;174;198;223;408.983557380559;252.911029173683;242.288855076374;198.66775133167;188.822951209085;202.628296838235;242.384574524693;0.410142764020248;0.180728136174958;0.000821409300496;0.030101570882551
CONS00000072578;chr3;27606499;27608335;Fndc3b;gene_body;intron (NM_001356953, intron 4 of 26);Mir3092;201;149;194;93;125;92;151.671024047034;155.717947714375;173.446634261316;106.18448778072;119.206408591594;83.5955305341596;130.975254331534;0.410482413435481;0.189800431781036;0.001054953330013;0.03511257963954
CONS00000078307;chr3;153764505;153765265;St6galnac3;intergenic;Intergenic;5730460C07Rik;249;147;232;112;103;140;187.890970088117;153.627773919551;207.420717260955;127.87809281119;98.2260806794736;127.210589943286;160.726434285999;0.410763749542928;0.189849974588852;0.001049020486308;0.035042595804284
CONS00000025557;chr12;54862409;54863244;Cfl2;TSS;promoter-TSS (NM_007688);Cfl2;436;265;389;193;226;234;328.997843206501;276.948027814157;347.787323338411;220.36135636214;215.525186733602;212.623414619493;249.004480353505;0.410773779983381;0.148316509563885;0.000212556628776;0.0122478751155
CONS00000112666;chr9;21161100;21161850;Pde4a;distal;Intergenic;Pde4a;411;256;371;184;229;214;310.133287976771;267.54224573745;331.694336654372;210.085438189812;218.386140539801;194.450473199023;261.951528134584;0.411240986106012;0.142078818394841;0.00014535466489;0.009613882754078
CONS00000092941;chr6;15739044;15739693;Mdfic;gene_body;intron (NM_175088, intron 2 of 4);Mdfic;177;129;132;78;77;90;133.561051026492;134.816209766137;118.015235682957;89.0579574935073;73.431147692422;81.7782363921126;87.7577747887242;0.412011283514513;0.20057103649736;0.00132561547753;0.039903864892252
CONS00000006948;chr1;165840530;165841360;Cd247;gene_body;intron (NR_103716, intron 1 of 8);Cd247;241;159;186;77;132;127;181.854312414603;166.168816688494;166.294195735076;87.9161888076931;125.881967472723;115.398178019981;125.276227527513;0.412076583887234;0.189112397980306;0.000995476229332;0.033948121111298
CONS00000075446;chr3;100438967;100439651;Tent5c;intergenic;Intergenic;4930406D18Rik;158;112;159;55;81;103;119.223989051897;117.049732510134;142.154715709016;62.7972777197808;77.245752767353;93.5906483154178;92.2888273159023;0.412700792977985;0.210964614883723;0.0016254733987;0.044961670470862
CONS00000006070;chr1;155050094;155050764;Ier5;intergenic;Intergenic;Gm9530;418;237;334;151;174;249;315.415363441095;247.685594686624;298.614308470513;172.407071557944;165.935320759499;226.253120684845;211.62333128234;0.412764937905897;0.174575361462659;0.000626391783494;0.025245433656997
CONS00000065291;chr2;57123506;57124450;Nr4a2;TSS;promoter-TSS (NM_001139509);Nr4a2;574;331;430;217;226;354;433.130188074614;345.923763043344;384.44357078539;247.763804821681;215.525186733602;321.66106314231;304.297183383773;0.412810542945228;0.152380465247106;0.000245833939008;0.013533968260429
CONS00000046044;chr16;22548023;22549023;Dgkg;gene_body;intron (NM_001346673, intron 19 of 23);Mir8095;354;249;251;142;184;189;267.122102052985;260.226637455567;224.407758760774;162.131153385616;175.471833446827;171.734296423437;191.142560065974;0.413305145394016;0.147970199038407;0.000190956562429;0.01137232399833
CONS00000023696;chr11;119863025;119863947;Rptor;gene_body;intron (NM_001306081, intron 19 of 32);Mir5098;234;137;138;71;87;119;176.572236950278;143.176904945432;123.379564577637;81.0655766928079;82.9676603797495;108.129001451793;111.397060492855;0.413445754960159;0.216563646635477;0.001777734279525;0.047578339905294
CONS00000065351;chr2;58129750;58130479;Cytip;gene_body;3' UTR (NM_139200, exon 8 of 8);Cytip;212;235;209;112;126;143;159.971428348115;245.5954208918;186.857456498015;127.87809281119;120.160059860327;129.936531156357;162.051077084013;0.413628212577675;0.190131810555259;0.000984632524017;0.033720251267031
CONS00000035071;chr13;117195453;117196283;Emb;intergenic;Intergenic;Emb;451;232;275;151;126;240;340.31657634434;242.460160199564;245.865074339494;172.407071557944;120.160059860327;218.075297045634;209.386130820832;0.41468053471716;0.215366322847734;0.001694915815573;0.046251989462912
CONS00000084563;chr4;143412413;143413155;Pramef8;TSS_proximal;5' UTR (NM_172877, exon 1 of 5);Pramef8;385;261;295;171;199;200;290.514150537851;272.76768022451;263.746170655093;195.242445274228;189.776602477818;181.729414204695;218.301746994708;0.414788932219852;0.139712721247333;0.000109353384634;0.007939128872978
CONS00000008835;chr1;194976098;194977211;Cd34;intergenic;non-coding (NR_033564, exon 1 of 5);Gm16897;1006;566;791;405;492;549;759.109702444358;591.519183935144;707.197359281962;462.416317754749;469.196424216515;498.847241991887;536.125515004366;0.415042759558067;0.126340594419137;3.85856901618395E-05;0.003840159045701
CONS00000038422;chr14;75516046;75516704;Siah3;gene_body;intron (NM_001128093, intron 1 of 1);Siah3;282;155;188;117;101;123;212.792182991361;161.988469098847;168.082305366636;133.586936240261;96.3187781420081;111.763589735887;155.502347647441;0.415170853931048;0.20476838778976;0.00135465337365;0.040571761425361
CONS00000021863;chr11;100414096;100414819;P3h4;TSS_proximal;exon (NM_176830, exon 1 of 8);P3h4;301;202;192;119;126;150;227.129244965956;211.107553277207;171.658524629756;135.870473611889;120.160059860327;136.297060653521;140.706089071366;0.41523377953985;0.187642063584614;0.000882921732095;0.031532571396699
CONS00000027449;chr12;91765364;91766008;Ston2;gene_body;intron (NM_175367, intron 1 of 6);Ston2;328;216;249;156;99;188;247.502964614065;225.738769840974;222.619649129214;178.115914987015;94.4114756045426;170.825649352413;177.463820968501;0.415343108395598;0.195299181164287;0.001080560439071;0.035629664309541
CONS00000011664;chr10;61296800;61297985;Prf1;TSS_proximal;promoter-TSS (NM_011073);Prf1;635;535;487;236;347;429;479.159702835157;559.121490115375;435.404695284849;269.45740985215;330.916990250265;389.80959346907;338.790580828164;0.415447420369617;0.151561354547073;0.000215567193761;0.012333786619846
CONS00000083494;chr4;132329232;132329868;Trnau1ap;TSS;promoter-TSS (NM_027925);Trnau1ap;377;263;270;131;172;240;284.477492864337;274.857854019334;241.394800260594;149.57169784166;164.028018222034;218.075297045634;213.338243856834;0.415565962033289;0.161066335932357;0.000340038345673;0.016770207126202
CONS00000097949;chr6;125265088;125265733;Tuba3a;intergenic;promoter-TSS (NR_015527);4930417O13Rik;435;302;361;179;232;253;328.243260997312;315.616243018398;322.753788496572;204.376594760741;221.247094345999;229.887708968939;259.931150880687;0.416240990684605;0.14563490859206;0.000150438528071;0.009790566978621
CONS00000059588;chr19;14436078;14437660;Tle4;intergenic;promoter-TSS (NR_152176);Gm8630;169;157;150;54;98;118;127.524393352979;164.078642893671;134.108222366997;61.6555090339666;93.4578243358098;107.22035438077;122.260461024116;0.416375308118004;0.208350285661177;0.001423574186083;0.041733935697791
CONS00000106139;chr7;139212954;139213677;Stk32c;TSS;promoter-TSS (NM_001162540);Stk32c;706;422;503;271;320;406;532.735039687591;441.026670707828;449.709572337329;309.419313855647;305.168405994481;368.91071083553;388.770050364172;0.416933337400521;0.130231468721319;4.96929261647004E-05;0.004613241176548
CONS00000092763;chr6;8208906;8209656;Mios;TSS;promoter-TSS (NM_145374);Mios;629;327;490;214;263;370;474.632209580021;341.743415453696;438.086859732189;244.338498764238;250.810283676714;336.199416278685;331.268289312075;0.416954981457625;0.164584389467118;0.000379190166124;0.018088739956601
CONS00000054693;chr17;88113177;88113997;Fbxo11;intergenic;Intergenic;Gm4832;391;290;394;187;188;271;295.041643792986;303.075200249455;352.257597417311;213.510744247255;179.286438521758;246.243356247361;269.132512706943;0.417204915388876;0.152296772766498;0.00021114665412;0.012216188547711
CONS00000097896;chr6;124911420;124912040;Lag3;TSS;promoter-TSS (NM_008479);Lag3;278;201;212;123;107;168;209.773854154604;210.062466379795;189.539620945355;140.437548355146;102.040685754405;152.652707931944;157.097334451517;0.417959736415693;0.180662930928346;0.000666047737045;0.026097587710486
CONS00000016700;chr11;22990290;22991079;Cct4;TSS;promoter-TSS (NM_009837);Cct4;442;197;292;157;191;186;333.525336461637;205.882118790147;261.064006207753;179.257683672829;182.147392327956;169.008355210366;218.609682804878;0.418528905172835;0.167678823825021;0.000410713387859;0.019095483740783
CONS00000069258;chr2;132725163;132725883;Shld1;gene_body;intron (NM_001358261, intron 2 of 2);Shld1;182;87;118;68;67;71;137.333962072439;90.9225600748366;105.498468262037;77.6402706353653;63.8946350050945;64.5139420426666;96.6902899066694;0.418531449157226;0.217968479429163;0.001641233725179;0.04535345043583
CONS00000039889;chr14;122830168;122830988;Ggact;gene_body;intron (NR_153443, intron 22 of 24);4930594M22Rik;179;108;144;77;73;84;135.070215444871;112.869384920487;128.743893472317;87.9161888076931;69.616542617491;76.3263539659718;100.32993834074;0.418732483591679;0.212278595230843;0.001465465701869;0.042483630748413
CONS00000053709;chr17;74338501;74339391;Spast;TSS;promoter-TSS (NM_001162870);Spast;675;413;542;266;319;416;509.342991202726;431.620888631121;484.577710152748;303.710470426576;304.214754725748;377.997181545765;379.907901043465;0.41937035874791;0.127435100702544;3.52228069963335E-05;0.003622969966203
CONS00000038376;chr14;75034063;75034754;Rubcnl;gene_body;intron (NM_198642, intron 2 of 13);Rubcnl;345;227;254;109;146;226;260.330862170282;237.234725712505;227.089923208114;124.452786753747;139.233085234982;205.354238051305;164.678131176966;0.419610011273994;0.178530490084741;0.000593824197839;0.024536815854716
CONS00000011073;chr10;44708244;44709478;Prdm1;intergenic;Intergenic;Prdm1;253;158;220;108;99;144;190.909298924873;165.123729791083;196.692059471595;123.311018067933;94.4114756045426;130.84517822738;148.666892956345;0.419614646846533;0.200134680820762;0.001100465166932;0.035891462950198
CONS00000046607;chr16;32099340;32100256;Cep19;TSS;promoter-TSS (NM_001111025);Cep19;507;350;386;223;294;233;382.573180058936;365.78041409417;345.105158891071;254.614416936566;280.373473007429;211.714767548469;292.008919314751;0.420096705787919;0.139885185593982;9.03934242277325E-05;0.007013392528599
CONS00000042952;chr15;78462842;78463610;Tmprss6;gene_body;intron (NM_001355601, intron 2 of 17);Tmprss6;284;199;161;105;127;126;214.301347409739;207.972292584971;143.942825340576;119.885712010491;121.11371112906;114.489530948958;129.287157006362;0.420296470135862;0.202088188087345;0.001134755872539;0.036631338010394
CONS00000111128;chr8;117287849;117288445;Cmip;gene_body;intron (NM_001163262, intron 1 of 20);Cmip;440;272;370;160;217;266;332.016172043258;284.263636096041;330.800281838592;182.682989730271;206.942325315007;241.700120892244;232.419542032491;0.420536271903461;0.157554883425983;0.000246708125852;0.013555824149225
CONS00000068888;chr2;128430579;128431197;Spdye4c;intergenic;Intergenic;Morrbid;217;135;168;68;84;135;163.744339394061;141.086731150609;150.201209051036;77.6402706353653;80.1067065735513;122.667354588169;111.841658640609;0.420579160390809;0.211584928021769;0.001388705280281;0.041114794423754
CONS00000030492;chr13;32982073;32983150;Serpinb6b;intergenic;Intergenic;Serpinb6b;190;140;141;83;66;106;143.370619745952;146.312165637668;126.061729024977;94.7668009225783;62.9409837363617;96.3165895284882;106.506480513004;0.4206791917564;0.219328792427204;0.001609655458354;0.044676392216101
CONS00000043651;chr15;85735055;85735784;Ppara;TSS_proximal;promoter-TSS (NM_001113418);Ppara;393;262;361;148;180;256;296.550808211365;273.812767121922;322.753788496572;168.981765500501;171.657228371896;232.613650182009;232.776378968601;0.420745356125274;0.185606522634614;0.000722504028838;0.027628498975852
CONS00000044880;chr15;103258072;103258777;Nfe2;gene_body_overlap_start;promoter-TSS (NM_001302341);Nfe2;711;425;577;258;302;452;536.507950733538;444.161931400064;515.869628705047;294.576320940063;288.002683157292;410.70847610261;387.86487089867;0.421794012627048;0.160944009513265;0.000278225320304;0.014759450581768
CONS00000061433;chr19;45527613;45528456;Btrc;gene_body;intron (NM_001286465, intron 14 of 14);Poll;185;117;130;62;77;98;139.597708700006;122.275166997194;116.227126051397;70.7896585204802;73.431147692422;89.0474129603004;100.621922605247;0.421827518822821;0.211818754955237;0.001358241652532;0.040614999730848
CONS00000053623;chr17;73262943;73263595;Capn13;intergenic;Intergenic;Capn13;297;161;195;108;117;146;224.110916129199;168.258990483318;174.340689077096;123.311018067933;111.577198441732;132.662472369427;152.999814614077;0.422489318777934;0.180910615075134;0.000594796174402;0.02455911675048
CONS00000098274;chr6;129208765;129209632;Clec2d;intergenic;Intergenic;Clec2d;201;144;194;115;86;98;151.671024047034;150.492513227316;173.446634261316;131.303398868633;82.0140091110168;89.0474129603004;137.491366401829;0.423256153081997;0.197037857640206;0.000934847556874;0.03261148505523
CONS00000007895;chr1;180829667;180830256;H3f3a;intergenic;Intergenic;H3f3a;194;167;177;76;98;129;146.388948582709;174.52951186779;158.247702393056;86.7744201218789;93.4578243358098;117.215472162028;121.492359301082;0.423496134897587;0.20505000520353;0.001130000147732;0.036540101532948
CONS00000045950;chr16;21204280;21205004;Ephb3;TSS_proximal;promoter-TSS (NM_010143);Ephb3;202;128;215;99;101;110;152.425606256223;133.771122868725;192.221785392695;113.035099895605;96.3187781420081;99.9511778125821;166.457161257888;0.423524326476686;0.18341276281082;0.000627633670114;0.025245433656997
CONS00000031932;chr13;55339203;55339829;Mxd3;distal;Intergenic;Mxd3;212;180;202;108;98;125;159.971428348115;188.115641534145;180.599072787555;123.311018067933;93.4578243358098;113.580883877934;128.979036683194;0.423953499509412;0.204128421902182;0.001094727159066;0.035807094727876
CONS00000071254;chr2;167661391;167662040;Tmem189;TSS_proximal;promoter-TSS (NM_145538);Tmem189;591;417;393;235;262;334;445.958085630831;435.801236220768;351.363542601531;268.315641166336;249.856632407981;303.48812172184;328.130436222536;0.424294357905108;0.156963607198088;0.000212014911685;0.012246779609902
CONS00000033999;chr13;100866163;100867248;Slc30a5;intergenic;Intergenic;Slc30a5;193;176;192;118;109;82;145.63436637352;183.935293944497;171.658524629756;134.728704926075;103.94798829187;74.5090598239249;136.722375661213;0.424544649011406;0.206387979289873;0.001137809003019;0.036667395636138
CONS00000038502;chr14;76414043;76415285;Tsc22d1;TSS_proximal;promoter-TSS (NM_001310646);Tsc22d1;383;238;332;163;181;220;289.004986119472;248.730681584036;296.826198838953;186.108295787714;172.610879640628;199.902355625164;270.249637029923;0.424622584711317;0.154448017534798;0.000184259243187;0.011136903086872
CONS00000020823;chr11;87447979;87449283;Tex14;gene_body;intron (NM_031386, intron 2 of 30);Tex14;317;279;311;136;182;230;239.202560312984;291.579244377924;278.051047707573;155.280541270731;173.564530909361;208.988826335399;202.188217526993;0.424738253642909;0.154426084885994;0.00018333446148;0.011103562664113
CONS00000028668;chr12;111853060;111853986;Ppp1r13b;gene_body;intron (NM_011625, intron 4 of 16);Zfyve21;124;93;128;61;62;62;93.5681939394637;97.1930814593081;114.439016419837;69.647889834666;59.1263786614307;56.3361184034554;75.5155293604056;0.424885911906734;0.223941024159278;0.001605055928429;0.044676392216101
CONS00000044734;chr15;101977213;101977851;Krt78;intergenic;Intergenic;Krt78;457;311;333;166;237;264;344.844069599475;325.022025095106;297.720253654733;189.533601845157;226.015350689663;239.882826750197;240.047702739098;0.424924988144736;0.141415250423417;8.34814518798489E-05;0.006680279843033
CONS00000113511;chr9;42838119;42838807;Grik4;gene_body;intron (NM_175481, intron 1 of 20);Grik4;192;171;128;65;86;118;144.879784164331;178.709859457437;114.439016419837;74.2149645779227;82.0140091110168;107.22035438077;117.833246187998;0.424948054937028;0.223663234488896;0.001595217628567;0.044580565453541
CONS00000039670;chr14;121101610;121103109;Farp1;gene_body;intron (NM_134082, intron 2 of 26);Farp1;363;229;311;124;142;255;273.913341935688;239.324899507328;278.051047707573;141.57931704096;135.418480160051;231.705003110986;212.525597737942;0.425413298750062;0.182256892356296;0.000575039418118;0.024145147723953
CONS00000000888;chr1;36571495;36572170;Fam178b;gene_body;intron (NM_001126046, intron 12 of 14);Sema4c;213;176;180;91;80;146;160.726010557305;183.935293944497;160.929866840396;103.900950409092;76.2921014986203;132.662472369427;123.856093393799;0.425577125024982;0.208121728593712;0.001156003166641;0.03697566943419
CONS00000087900;chr5;72793111;72793735;Tec;gene_body;intron (NM_001113461, intron 3 of 17);Txk;146;118;110;69;67;64;110.169002541627;123.320253894606;98.3460297357975;78.7820393211795;63.8946350050945;58.1534125455023;93.5730413474089;0.425744809019414;0.225069898945468;0.001609153059218;0.044676392216101
CONS00000003468;chr1;89069819;89070667;Sh3bp4;TSS_proximal;promoter-TSS (NM_133816);Sh3bp4;393;224;277;159;119;230;296.550808211365;234.099465020269;247.653183971054;181.541221044457;113.484500979198;208.988826335399;247.580375202558;0.425830970841667;0.180330082295707;0.000533126987918;0.022894640830351
CONS00000031148;chr13;44065604;44066255;Cd83;intergenic;Intergenic;Gm5083;143;85;106;63;51;66;107.905255914059;88.8323862800128;94.7698104726776;71.9314272062944;48.6362147053704;59.9707066875493;94.3529941037681;0.426220391684434;0.21427069493969;0.00129956378357;0.039420563995489
CONS00000068151;chr2;118549403;118550019;Bmf;TSS;promoter-TSS (NM_138313);Bmf;271;149;204;76;105;168;204.491778690279;155.717947714375;182.387182419115;86.7744201218789;100.133383216939;152.652707931944;163.773449607257;0.426262389713538;0.200426276862453;0.000949046710718;0.032898162824568
CONS00000043098;chr15;79515840;79516723;Kdelr3;TSS_proximal;promoter-TSS (NM_134090);Kdelr3;180;121;147;90;67;87;135.82479765406;126.455514586842;131.426057919657;102.759181723278;63.8946350050945;79.0522951790422;114.478872550274;0.426374174023289;0.208274319998555;0.001139578962893;0.036690138575752
CONS00000066539;chr2;77169952;77170855;Ccdc141;TSS_proximal;exon (NM_001025576, exon 1 of 24);Ccdc141;201;121;187;77;66;132;151.671024047034;126.455514586842;167.188250550856;87.9161888076931;62.9409837363617;119.941413375099;115.789040924299;0.426491250017824;0.220116632950491;0.001449066649289;0.042259804366316
CONS00000089863;chr5;114322978;114324184;Myo1h;gene_body;intron (NM_001164573, intron 6 of 31);Myo1h;237;146;194;114;104;111;178.835983577846;152.58268702214;173.446634261316;130.161630182818;99.1797319482063;100.859824883606;177.261552391356;0.426694675876231;0.176051199904909;0.00044759434469;0.020295349316494
CONS00000076557;chr3;121723210;121724031;F3;TSS;promoter-TSS (NM_010171);F3;185;135;154;81;97;94;139.597708700006;141.086731150609;137.684441630117;92.4832635509499;92.5041730670771;85.4128246762065;120.407242656255;0.427209227868656;0.180275996167716;0.000512648374832;0.022377896252851
CONS00000039834;chr14;122181370;122181975;Clybl;TSS;promoter-TSS (NM_029556);Clybl;539;344;410;234;193;327;406.719810752991;359.509892709699;366.562474469791;267.173872480522;184.054694865421;297.127592224676;292.031313466455;0.427213100737501;0.163867751795495;0.000268435329762;0.014395294394477
CONS00000090563;chr5;122948988;122949638;Kdm2b;gene_body;intron (NM_001003953, intron 6 of 22);Kdm2b;221;172;221;119;121;103;166.762668230818;179.754946354849;197.586114287375;135.870473611889;115.391803516663;93.5906483154178;179.176135471345;0.428902015205296;0.1953674613145;0.000780433664652;0.029056578412319
CONS00000012284;chr10;75036760;75037404;Rab36;TSS;promoter-TSS (NM_001359270);Rab36;278;145;291;123;102;166;209.773854154604;151.537600124728;260.169951391973;140.437548355146;97.2724294107408;150.835413789897;159.050582269155;0.428940532576729;0.204188573170845;0.000978312296427;0.033602321816568
